Index,Taxon,Name_in_tree,Clade,Subclade,Subclade_2,Max_age,Min_age,FL,FC,FML,FAP,TL_TLE,TC,HL,HC,HML,HAP,RC,RL_RLE,MtL,Source,Age/notes,Juvenile,Bonebed,Institution,Specimen,FCoval,HCoval,FCe,FCe_meserr,FCe_method,HCe,HCe_meserr,HCe_method,Mass,Mass_lse (log10)
503,Nanshiungosaurus_bohlini,not,Theropoda,Therizinosauria,Therizinosauria,Barremian,Aptian,,,,,,,,,,,,,,Dong & Yu 1997; IVPP V.11116,,0,0,"IVPP, Institute of Vertebrate Paleontology and Paleoanthropology, Beijing, China",IVPP V.11116,,,,,,,,,,
504,Nedcolbertia_justinhoffmani,not,Theropoda,basal_coelurosaur,basal_coelurosaur,Barremian,Barremian,144.8,,18.2,,198.9,,,,,,,,107.4,TMP 96.90.2 (cast of CEUM 5071); Kirkland et al. 1998,,0,0,"TMP, Royal Tyrrell Museum of Paleontology, Drumheller, Canada",TMP 96.90.2,,,61.82,0.0376,FC_for_bipedal_dinosaurs_using_FML_and_equation_.6.,,,,17.13017533,0.180421314
505,Neimongosaurus_yangi,Neimongosaurus,Theropoda,Therizinosauria,Therizinosauria,Middle_Campanian,Late_Campanian,366,,45,,310,,222,,,,,180,116,"Zhang et al. 2001; femoral shaft mediolateral diameter measured from figure; LH V0001 (Long Hao Geologic Paleontological Research Center, Hohot, China)",,0,0,"LH, Long Hao Geologic and Paleontological Research Center, Department of Land Resources of Nei Mongol, Hohhot, China",LH V0001,,,146.05,0.0375,FC_for_bipedal_dinosaurs_using_FML_and_equation_.6.,,,,182.0845139,0.182097082
506,Nemegtomaia_barsboldi,Nemegtomaia,Theropoda,Oviraptorosauria,Oviraptorosauria,Late_Campanian,Early_Maastrichtian,,,,,,,,,,,,,,Lu et al. 2004; GIN 100/2112,,0,0,"GIN, Geological Institute, Mongolian Academy of Sciences, Ulaan Baatar, Mongolia",GIN 100/2112,,,,,,,,,,
507,Neogaeornis_wetzeli,not,Theropoda,Avialae,Avialae,Early_Campanian,Late_Maastrichtian,,,,,,,,,,,,,63,Olson 1992; GPMK 123; tarsometatarsus,,0,0,GPMK,GPMK 123,,,,,,,,,,
508,Neovenator_salerii,Neovenator,Theropoda,Allosauroidea,Allosauroidea,Barremian,Barremian,730,273,90,76,680,227,,,,,,,,"BMNH R10001, MIWG 6348 (single individual, two institutions); Brusatte et al., 2008",,0,0,"MIWG, Dinosaur Isle Museum of Isle of Wight Geology, Sandown, UK",,261.22,,273,0,measured,,,,1016.598337,0.135
509,Neuquenornis_volans,Neuquenornis,Theropoda,Avialae,Avialae,Santonian,Santonian,,,,4.8,84.192,,,,4.6,,,70.5,,Chiappe & Calvo 1994; Chiappe 1996,,0,0,"MUCP, Museo Argentino de Ciencas Naturales, Universidad Nacional del Comahue, Argentina",MUCPv-142,,,15.13602981,0.0506,FC_for_bipedal_dinosaurs_using_FAP_and_equation_.8.,,,,0.357784074,0.199942734
510,Neuquenraptor_argentinus,not,Theropoda,Dromaeosauridae,Dromaeosauridae,Late_Turonian,Early_Coniacian,265,,28,26.5,,,,,,,,,,measured from figures in Novas & Pol 2005; MCF PVPH 77,,0,0,"MCF-PVPH, Museo ""Carmen Funes"", Plaza Huincul, Neuquen Province, Argentina",MCF PVPH 77,85.62,,91.24,0.0246,FC_for_all_dinosaurs_using_FCoval_and_equation_.4.,,,,49.9513617,0.165896062
511,Noasaurus_leali,Noasaurus,Theropoda,Ceratosauria,Ceratosauria,Late_Campanian,Maastrichtian,,,,,,,,,,,,,,metatarsus similar length to Masiakasaurus; Bonaparte & Powell 1980,,0,0,"PVL, Fundación-Instituto Miguel Lillo, Universidad Nacional de Tucumán, Tucumán, Argentina",PVL 4061,,,,,,,,,,
512,Noguerornis_gonzalezi,not,Theropoda,Avialae,Avialae,Late_Hauterivian,Early_Barremian,,,,,,,23,,,,,23,,"Lacasa Ruiz 1989; LP.1702 P, a partial skeleton (humeri, radii, one ulna, three metacarpals, one rib, three vertebrae, furcula, and feather impressions)",,0,0,"LP, collection from “La Pedrera,” Institut d’Estudis Ilerdencs, Lleida, Spain",LP.1702 P,,,,,,,,,,
513,Nomingia_gobiensis,Nomingia,Theropoda,Oviraptorosauria,Oviraptorosauria,Late_Campanian,Early_Maastrichtian,285,82,,,355,,,,,,,,,MPC-D 100/119 (DE & NC),,0,0,MPC,MPC-D 100/119,,,82,0,measured,,,,37.24419749,0.135
514,Nothronychus_graffami,Nothronychus_graffami,Theropoda,Therizinosauria,Therizinosauria,Late_Cenomanian,Turonian,696,289,121,,650,,424,,,,,275,232,"UMNH VP 16420 (femoral circumference from Serjoscha (""Yoshi"") Evers, pers. comm. 15 December 2011); Zanno et al. 2009; UMNH VP 16420",,0,0,"UMNH, University of Utah Museum of Natural History, Salt Lake City, Utah, USA",UMNH VP 16420,,,289,0,measured,,,,1188.923024,0.135
515,Nothronychus_mckinleyi,Nothronychus_mckinleyi,Theropoda,Therizinosauria,Therizinosauria,Early_Turonian,Middle_Turonian,,,,,631,,418,,,,,257,,Kirkland & Wolfe 2001; MSM P-2117; tibia slightly shorter than N. graffami.,,0,0,"MSM, Paleontological collections of Mesa Southwest Museum, Mesa, Arizona",MSM P-2117,,,221.53,0.0866,FC_for_bipedal_dinosaurs_using_TL_and_equations_.12...14.,,,,572.4078918,0.315770042
516,Nqwebasaurus_thwazi,Nqwebasaurus,Theropoda,Ornithomimosauria,Ornithomimosauria,Berriasian,Valanginian,118,,,12,140.7,,58.5,,,,,44.2,72.7,De Klerk et al. 2000; femoral shaft anteroposterior diameter measured from figure; AM 6040,probably an immature individual,1,0,"AM, Albany Museum, Grahamstown, South Africa",AM 6040,,,38.88964682,0.049,FC_for_bipedal_dinosaurs_using_FAP_and_equation_.8.,,,,4.790077351,0.200839719
517,Nuthetes_destructor,not,Theropoda,Dromaeosauridae,Dromaeosauridae,Berriasian,Berriasian,,,,,,,,,,,,,,dentaries; Milner 2002,,0,0,,,,,,,,,,,,
518,Omnivoropteryx_sinousaorum,not,Theropoda,Avialae,Avialae,121,119.4,61,,,4.8,64.32,,100,,,,,,35,Czerkas & Ji 2002; CAGS02-IG-gausa-3/DM 609,,0,0,"CAGS, Chinese Academy of Geological Sciences, Institute of Geology, Beijing, China",CAGS02-IG-gausa-3/DM 609,,,15.13602981,0.0506,FC_for_bipedal_dinosaurs_using_FAP_and_equation_.8.,,,,0.357784074,0.200218172
519,Orkoraptor_burkei,not,Theropoda,Allosauroidea,Allosauroidea,Middle_Cenomanian,Turonian,,,,,,,,,,,,,,"skull fragments, vertebrae, partial tibia; Novas et al. 2008",,0,0,"MPM, Museo Padre Molina, Río Gallegos, Santa Cruz",MPM-Pv 3457,,,,,,,,,,
520,Ornitholestes_hermanni,Ornitholestes,Theropoda,basal_coelurosaur,basal_coelurosaur,Kimmeridgian,Tithonian,,58,,,162,42,132,,,,,81,119,AMNH 619 (JNC); Carpenter et al. 2005,,0,0,"AMNH, American Museum of Natural History, New York, USA",AMNH 619,,,58,0,measured,,,,14.37485842,0.135
521,Ornithomimus_edmontonicus,Ornithomimus,Theropoda,Ornithomimosauria,Ornithomimosauria,Late_Campanian,Early_Maastrichtian,495,145,47.8,,,,,,,,,,,MTC measurements: AMNH 5884,,0,0,"AMNH, American Museum of Natural History, New York, USA",AMNH 5884,,,145,0,measured,,,,178.5081025,0.135
522,Ornithomimus_edmontonicus,not,Theropoda,Ornithomimosauria,Ornithomimosauria,Late_Campanian,Early_Maastrichtian,435,110,25.3,29.2,456,84,276,,,,,190,310,"Russell 1972; ROM 851 (PJC, NC, MTC)",,0,0,"ROM, Royal Ontario Museum, Toronto, Canada",ROM 851,85.72,,110,0,measured,,,,83.52383562,0.135
523,Otogornis_genghisi,Otogornis,Theropoda,Avialae,Avialae,Hauterivian,Early_Aptian,,,,,,,39.4,,3.54,,,45.5,,"Hou 1994; IVPP V 9607, forelimb",,0,0,"IVPP, Institute of Vertebrate Paleontology and Paleoanthropology, Beijing, China",IVPP V 9607,,,,,,,,,,
524,Oviraptor_philoceratops,Oviraptor,Theropoda,Oviraptorosauria,Oviraptorosauria,Late_Campanian,Late_Campanian,,,,,,,,,,,,,,AMNH 6517,,0,0,"AMNH, American Museum of Natural History, New York, USA",AMNH 6517,,,,,,,,,,
525,Ozraptor_subotaii,not,Theropoda,basal_coelurosaur,basal_coelurosaur,NA,NA,,,,,,,,,,,,,,Long & Molnar 1998; UWA 82469; isolated distal tibia,,0,0,UWA,UWA 82469,,,,,,,,,,
526,Palintropus_retusus,not,Theropoda,Avialae,Avialae,Late_Maastrichtian,Late_Maastrichtian,,,,,,,,,,,,,,Hope 2002; coracoid,,0,0,"YPM, Yale Peabody Museum, New Haven, Connecticut, USA",YPM 513,,,,,,,,,,
527,Parahesperornis_alexi,Parahesperornis,Theropoda,Avialae,Avialae,Coniacian,Santonian,,,,,,,,,,,,,97,Martin 1984; KUVP 2287; Bell & Everhart 2009; FHSM VP-17312 ,,0,0,"FHSM, Fort Hays Sternberg Museum, Fort Hays, Kansas, USA",FHSM VP-17312,,,,,,,,,,
528,Paraprotopteryx_gracilis,not,Theropoda,Avialae,Avialae,Late_Barremian,Early_Aptian,22.2,,,1.6,26.3,,22.6,,,,,22,15.7,Zheng et al 2007,,0,0,Tianyu Natural Museum STM,STM V001,,,4.882524661,0.0538,FC_for_bipedal_dinosaurs_using_FAP_and_equation_.8.,,,,0.015948023,0.198875274
529,Parvicursor_remotus,Parvicursor,Theropoda,Alvarezsauroidea,Alvarezsauroidea,Late_Campanian,Late_Campanian,52.6,,3.1,3.3,72.96,,,,,,,,56,Karhu & Rautian 1996; PIN 4487/25,,0,0,"PIN, Paleontological Institute, Russian Academy of Sciences, Moscow, Russia",PIN 4487/25,10.06,,11.12,0.0256,FC_for_all_dinosaurs_using_FCoval_and_equation_.4.,,,,0.153274774,0.161881626
530,Pasquiaornis,not,Theropoda,Avialae,Avialae,Cenomanian,Cenomanian,,,,,,,,,,,,,,two species known from tarsometatarsi,,0,0,,,,,,,,,,,,
531,Patagonykus_puertai,Patagonykus,Theropoda,Alvarezsauroidea,Alvarezsauroidea,Late_Turonian,Early_Coniacian,,79,20,23,,,,,,,,,,MCF PVPH-37 (DE); Novas (1997); PVPH-37,,0,0,"MCF-PVPH, Museo ""Carmen Funes"", Plaza Huincul, Neuquen Province, Argentina",MCF PVPH-37,67.63,,79,0,measured,,,,33.61680573,0.135
532,Patagopteryx_deferrariisi,Patagopteryx,Theropoda,Avialae,Avialae,Santonian,Santonian,100,,10.2,8,131.52,,60,,,,,49,51,Chiappe 2002; MACN-N-11,flightless bird,0,0,"MACN, Museo Argentino de Ciencias Naturales, Buenos Aires, Argentina",MACN-N-11,28.69,,31.15,0.025,FC_for_all_dinosaurs_using_FCoval_and_equation_.4.,,,,2.602415537,0.163103529
533,Pedopenna_daohugouensis,not,Theropoda,Avialae,Avialae,Bathonian,Bathonian,,,,,,,,,,,,,57.8,Xu & Zhang 2005,,0,0,"IVPP, Institute of Vertebrate Paleontology and Paleoanthropology, Beijing, China",IVPP V12721,,,,,,,,,,
534,Pelecanimimus_polyodon,Pelecanimimus,Theropoda,Ornithomimosauria,Ornithomimosauria,Late_Barremian,Late_Barremian,,,,,,,,,,,,166,,front half of skeleton; Perez-Moreno et al. 1994; skull length (165 mm) slightly less than Shenzhousaurus (185 mm),,0,0,,,,,,,,,,,,
535,Pengornis_houi,Pengornis,Theropoda,Avialae,Avialae,121,119.4,48,,3.9,,48.384,,64.3,,6.2,,,66.7,26.5,Zhou et al 2008; IVPP V15336,,0,0,"IVPP, Institute of Vertebrate Paleontology and Paleoanthropology, Beijing, China",IVPP V15336,,,14.32,0.0389,FC_for_bipedal_dinosaurs_using_FML_and_equation_.6.,,,,0.307219198,0.179280743
536,Piatnitzkysaurus_floresi,Piatnizkysaurus,Theropoda,Megalosauroidea,Megalosauroidea,Aalenian,Bajocian,552,245,78,75.3,492,176,285,105,,,,175,290,"PVL 4073 (RBJB); Bonaparte, 1986; (mtIII from MACN CH 895)",,0,0,"PVL, Fundación-Instituto Miguel Lillo, Universidad Nacional de Tucumán, Tucumán, Argentina",PVL 4073,240.82,,245,0,measured,105,0,measured,754.9913815,0.135
537,Piksi_barbarulna,not,Theropoda,Avialae,Avialae,Middle_Campanian,Late_Campanian,,,,,,,,,,,,,,"Varicchio 2002; MOR 1113, partial right humerus, partial ulna, and partial radius",,0,0,"MOR, Museum of the Rockies, Bozeman, Montana, USA",MOR 1113,,,,,,,,,,
538,Piveteausaurus_divesensis,Piveteausaurus,Theropoda,Megalosauroidea,Megalosauroidea,Late_Callovian,Late_Callovian,,,,,,,,,,,,,,braincase only; Taquet & Welles 1977; MNHN 1920-7,,0,0,"MNHN, Musee Nationale d'Histoire Naturelle, Paris, France",MNHN 1920-7,,,,,,,,,,
539,Poekilopleuron_bucklandii,not,Theropoda,basal_theropod,basal_theropod,Bathonian,Bathonian,,,,,,,310,,,,,170,,Allain & Chure 2002,,0,0,Muséum du Caen,Muséum du Caen (destroyed),,,,,,,,,,
540,Potamornis_skutchi,not,Theropoda,Avialae,Avialae,Late_Maastrichtian,Late_Maastrichtian,,,,,,,,,,,,,,"Elzanowski et al 2001; UCMP 73103, a quadrate",,0,0,"UCMP, University of California Museum of Paleontology, Berkeley, California, USA",UCMP 73103,,,,,,,,,,
541,Proceratosaurus_bradleyi,Proceratosaurus,Theropoda,Tyrannosauroidea,Tyrannosauroidea,Bathonian,Bathonian,,,,,,,,,,,,,,skull only; e.g. Rauhut et al. 2010,,0,0,"BMNH, Natural History Museum, London, United Kingdom",,,,,,,,,,,
542,Procompsognathus_triassicus,not,Theropoda,basal_theropod,basal_theropod,Norian,Norian,96,23,7.1,9.4,110.4,,,,,,,,69.8,SMNS 12591 (MTC; circumference measured by P. Vincent 22 Nov 2011); Sereno & Wild 1992,,0,0,"SMNS, Staatliches Museum für Naturkunde, Stuttgart, Germany",SMNS 12591,26.04,,23,0,measured,,,,1.130346154,0.135
543,Protarchaeopteryx_robusta,Protarchaeopteryx,Theropoda,Oviraptorosauria,Oviraptorosauria,Late_Barremian,Early_Aptian,122,,16,,160,,88,,,,,,85,"Ji et al., 1998; NGMC 2125",,0,0,NGMC (National Geological Museum of China),NGMC 2125,,,54.7,0.0377,FC_for_bipedal_dinosaurs_using_FML_and_equation_.6.,,,,12.23656959,0.177969936
544,Protopteryx_fengningensis,Protopteryx,Theropoda,Avialae,Avialae,Late_Hauterivian,Late_Hauterivian,20,,1.9,,32,,27,,,,,26.3,17,Zhang & Zhou 2000; IVPP V11665,juvenile,1,0,"IVPP, Institute of Vertebrate Paleontology and Paleoanthropology, Beijing, China",IVPP V 11665,,,7.23,0.0399,FC_for_bipedal_dinosaurs_using_FML_and_equation_.6.,,,,0.046929368,0.180022558
545,Pyroraptor_olympius,not,Theropoda,Dromaeosauridae,Dromaeosauridae,Late_Campanian,Early_Maastrichtian,,,,,,,,,,,,,,Allain & Taquet 2000,,0,0,"MNHN, Musee Nationale d'Histoire Naturelle, Paris, France",MNHN BO001,,,,,,,,,,
546,Qiliania_graffini,not,Theropoda,Avialae,Avialae,Aptian,Aptian,24.3,,1.3,,30.912,,,,,,,,20.3,Ji et al. 2011; FRDC-IG-05-CM-006 (holotype and slightly more complete),probably pertain to adult individuals,0,0,"FRDC, Fossil Research and Development Center, Gansu, China",FRDC-05-CM-006,,,5.04,0.0407,FC_for_bipedal_dinosaurs_using_FML_and_equation_.6.,,,,0.01740239,0.179006236
547,Qianzhousaurus_sinensis,Qianzhousaurus,Theropoda,Tyrannosauroidea,Tyrannosauroidea,Campanian,Maastrichtian,700,,,,760,,,,,,,,,Lü et al. 2014; GM F10004,,0,0,GM,GM F10004,,,238.25,0.0582,FC_for_bipedal_dinosaurs_using_FL_and_equations_.9...11.,,,,699.1724709,0.232995439
548,Rahonavis_ostromi,Rahonavis,Theropoda,Dromaeosauridae,Dromaeosauridae,Maastrichtian,Maastrichtian,86.9,18,5.5,6,118.8,,,,,,,124,47.8,UA 8656 (MTC); Forster et al. 1998,adult,0,0,"UA, Université d'Antananarive, Antananarivo, Madagascar",UA 8656,18.07,,18,0,measured,,,,0.576148431,0.135
549,Rajasaurus_narmadensis,Rajasaurus,Theropoda,Ceratosauria,Ceratosauria,Maastrichtian,Maastrichtian,,,,,,,,,,,,,,Wilson et al. 2003; limb bones mostly fragmentary; mt II (276 mm) slightly lower than in Aucasaurus (290 mm),,0,0,"GSI, Geological Survey of India, Kolkata (Calcutta), India",,,,,,,,,,,
550,Rapaxavis_pani,Rapaxavis,Theropoda,Avialae,Avialae,121,119.4,19,,,1.5,23.5,,22,,,,,22,12.5,Morschauser et al 2009; O'Connor et al 2011,subadult,1,0,"DMNH, Dalian Museum of Natural History",DMNH D2522,,,4.568554578,0.054,FC_for_bipedal_dinosaurs_using_FAP_and_equation_.8.,,,,0.013284547,0.198489086
551,Raptorex_kriegsteini,not,Theropoda,Tyrannosauroidea,Tyrannosauroidea,NA,NA,338,87,24.7,28.2,397,,99,,,,,52,,Sereno et al. 2009,juvenile,1,0,,,83.19,,87,0,measured,,,,43.82584936,0.135
552,Rinchenia_mongoliensis,Rinchenia,Theropoda,Oviraptorosauria,Oviraptorosauria,Late_Campanian,Early_Maastrichtian,305,,,,,,205,,,,,180,,"IGM 100/42 (PJC); Holtz, 1994 [estimated femur length by comparing ilium length with Ingenia]",,0,0,"IGM, Institute of Geology, Ulaan Baatar, Mongolia",IGM 100/42,,,93.05,0.0581,FC_for_bipedal_dinosaurs_using_FL_and_equations_.9...11.,,,,52.72320979,0.231460457
553,Rugops_primus,Rugops,Theropoda,Ceratosauria,Ceratosauria,Cenomanian,Cenomanian,,,,,,,,,,,,,,partial skull only; Sereno et al. 2004,,0,0,"MNN, Musée National du Niger, Niamey, Republic of Niger",MNN IGU1,,,,,,,,,,
554,Santanaraptor_placidus,not,Theropoda,basal_coelurosaur,basal_coelurosaur,Early_Albian,Early_Albian,,,13,,,,,,,,,,,"Kellner 1999; just ratios, no direct measurements",,0,0,MN,"MN 4802-V,",,,44.91,0.0378,FC_for_bipedal_dinosaurs_using_FML_and_equation_.6.,,,,7.115384002,0.182543821
555,Sapeornis_chaoyangensis,Sapeornis,Theropoda,Avialae,Avialae,121,119.4,79,,,8.4,81.6,,126,,,,,122,44,IVPP V12698 (JNC); Zhou et al 2006; Provini et al 2009,,0,0,"IVPP, Institute of Vertebrate Paleontology and Paleoanthropology, Beijing, China",IVPP V12698,,,26.93437178,0.0495,FC_for_bipedal_dinosaurs_using_FAP_and_equation_.8.,,,,1.744839089,0.201261889
556,Sarcosaurus_woodi,not,Theropoda,basal_theropod,basal_theropod,Early_Sinemurian,Early_Sinemurian,321,118,35.9,31.4,,,,,,,,,,BMNH 4840 (MTC),,0,0,"BMNH, Natural History Museum, London, United Kingdom",BMNH 4840,105.83,,118,0,measured,,,,101.3058586,0.135
557,Saurophaganax_maximus,Saurophaganax,Theropoda,Allosauroidea,Allosauroidea,Late_Kimmeridgian,Tithonian,1135,440,150,107,907,,,,,,,,470,"Williamson & Chure 1996; many bones preserved, measurements could be obtained",,0,0,"OMNH, Sam Noble Oklahoma Museum of Natural History, Norman, Oklahoma, USA",OMNH 01123,406.52,,440,0,measured,,,,3776.163365,0.135
558,Saurornithoides_mongoliensis,Saurornithoides,Theropoda,Troodontidae,Troodontidae,Late_Campanian,Late_Campanian,200,64,,,,,,,,,,,,AMNH 6516 (J. Choiniere pers. comm. 20 Nov 2011); Turner et al. 2007,,0,0,"AMNH, American Museum of Natural History, New York, USA",AMNH 6516,,,64,0,measured,,,,18.84262345,0.135
559,Saurornitholestes_langstoni,Saurornitholestes,Theropoda,Dromaeosauridae,Dromaeosauridae,Campanian,Late_Campanian,212,63,,,285,63,173,,,,,,117,TMP 88.121.39 (PJC); Turner et al. 2007,,0,0,"TMP, Royal Tyrrell Museum of Paleontology, Drumheller, Canada",TMP 88.121.39,,,63,0,measured,,,,18.04420596,0.135
560,Saurornitholestes_robustus,not,Theropoda,Dromaeosauridae,Dromaeosauridae,Late_Campanian,Late_Campanian,,,,,,,,,,,,,,Sullivan 2006; SMP VP-1955; left frontal only,,0,0,"SMP, The State Museum of Pennsylvania, Harrisburg, Pennsylvania, USA",SMP VP-1955,,,,,,,,,,
561,Sazavis_prisca,not,Theropoda,Avialae,Avialae,Late_Turonian,Late_Turonian,,,,,,,,,,,,,,"Nessov 1989 ; PO 3472, partial tibiotarsus",,0,0,PO,PO 3472,,,,,,,,,,
562,Scansoriopteryx_heilmanni,not,Theropoda,Avialae,Avialae,Late_Barremian,Early_Aptian,16.5,,,,19.3,,18.5,,,,,14.8,12,Czerkas & Yuan 2002,juvenile,1,0,"CAGS, Chinese Academy of Geological Sciences, Institute of Geology, Beijing, China",CAGS02-IG-gausa-lIDM 607,,,3.43,0.0625,FC_for_bipedal_dinosaurs_using_FL_and_equations_.9...11.,,,,0.0060409,0.227794196
563,Scipionyx_samniticus,not,Theropoda,basal_coelurosaur,basal_coelurosaur,Early_Albian,Early_Albian,37.3,,,4.8,,,26.3,,,,,17.5,,Dal Sasso & Signore 1998,juvenile,1,0,,,,,15.13602981,0.0506,FC_for_bipedal_dinosaurs_using_FAP_and_equation_.8.,,,,0.357784074,0.200689786
564,Segisaurus_halli,not,Theropoda,basal_theropod,basal_theropod,Pliensbachian,Toarcian,142.9,,,,163,,73,,,,,,,Camp 1936 (UCMP 32101); Carrano et al. 2005,,0,0,"UCMP, University of California Museum of Paleontology, Berkeley, California, USA",UCMP 32101,,,39.45,0.0586,FC_for_bipedal_dinosaurs_using_FL_and_equations_.9...11.,,,,4.982231667,0.228783531
565,Segnosaurus_galbinensis,Segnosaurus,Theropoda,Therizinosauria,Therizinosauria,Santonian,Santonian,840,,155,,860,,560,,,,,335,274,Perle 1979; hindlimb (GIN 100/82)/ forelimb(100/83)/ pelvis(100/80),multiple individuals,0,1,"GIN, Geological Institute, Mongolian Academy of Sciences, Ulaan Baatar, Mongolia",GIN 100/82,,,472.73,0.0381,FC_for_bipedal_dinosaurs_using_FML_and_equation_.6.,,,,4599.600769,0.186234691
566,Shanag_ashile,Shanag,Theropoda,Dromaeosauridae,Dromaeosauridae,Berriasian,Hauterivian,,,,,,,,,,,,,,"maxilla and dentary only; Turner et al., 2007b (estimated from Microraptor zhaoianus)",,0,0,"IGM, Institute of Geology, Ulaan Baatar, Mongolia",IGM 100/1119,,,,,,,,,,
567,Shanweiniao_cooperorum,Shanweiniao,Theropoda,Avialae,Avialae,Late_Barremian,Early_Aptian,17.6,,1.8,,21.792,,22.43,,,,,22.5,11.8,"O'Connor et al. 2009, 2011; DNHM 1878",adult,0,0,"DNHM, Dalian Museum of Natural History",DNHM 1878,,,6.87,0.0401,FC_for_bipedal_dinosaurs_using_FML_and_equation_.6.,,,,0.040781299,0.177748344
568,Shanyangosaurus_niupanggouensis,not,Theropoda,basal_coelurosaur,basal_coelurosaur,NA,NA,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,
569,Shaochilong_maortuensis,Shaochilong,Theropoda,Allosauroidea,Allosauroidea,Turonian,Turonian,,,,,,,,,,,,,,compared maxilla with Allosaurus (Brusatte et al. 2010),,0,0,"IVPP, Institute of Vertebrate Paleontology and Paleoanthropology, Beijing, China",IVPP V.2885,,,,,,,,,,
570,Shenzhouraptor_sinensis,not,Theropoda,Avialae,Avialae,121,119.4,55.4,,,6,68.3,,79.8,,,,,81,34.6,Ji et al. 2002,,0,0,"LPM, Liaonin Paleontological Museum, China",LPM 0193,,,19.0465186,0.0501,FC_for_bipedal_dinosaurs_using_FAP_and_equation_.8.,,,,0.67299308,0.203110885
571,Shenzhousaurus_orientalis,Shenzhousaurus,Theropoda,Ornithomimosauria,Ornithomimosauria,Late_Barremian,Early_Aptian,191,62,,,,,,,,,,,,Ji et al. 2003; NGMC (National Geological Museum of China) 97-4-002,,0,0,NGMC (National Geological Museum of China),NGMC 97-4-002,,,62,0,measured,,,,17.26765296,0.135
572,Shidaisaurus_jinae,Shidaisaurus,Theropoda,Allosauroidea,Allosauroidea,Middle_Jurassic,Middle_Jurassic,,,,,,,,,,,,,,Wu et al. 2009,,0,0,"LDM, Lufeng Dinosaur Museum, China",LDM-LCA 9701-IV,,,,,,,,,,
573,Shixinggia_oblita,Shixinggia,Theropoda,Oviraptorosauria,Oviraptorosauria,Maastrichtian,Maastrichtian,,,,,,,,,,,,,,Lu & Zhang 2005; BPV-112 (Beijing Natural History Museum),,0,0,BPV (Beijing Natural History Museum),BPV-112,,,,,,,,,,
574,Shuvuuia_deserti,Shuvuuia,Theropoda,Alvarezsauroidea,Alvarezsauroidea,Late_Campanian,Late_Campanian,,33,,,,,,,,,,,,"IGM 100/1304 (J. Choiniere, pers. comm. 20 Nov 2011); Chiappe et al. 1998; only the skull has been described and referred specimens may represent a distinct taxon (Longrich & Currie 2009); MGI 100/975",,0,0,"IGM, Institute of Geology, Ulaan Baatar, Mongolia",IGM 100/1304,,,33,0,measured,,,,3.049738944,0.135
575,Shuvuuia_deserti,not,Theropoda,Alvarezsauroidea,Alvarezsauroidea,Late_Campanian,Late_Campanian,124.5,32,,,158.2,,32,17,,,,20,,IGM 100/1276 (JNC),,0,0,"IGM, Institute of Geology, Ulaan Baatar, Mongolia",IGM 100/1276,,,32,0,measured,17,0,measured,2.802342394,0.135
576,Shuvuuia_deserti,not,Theropoda,Alvarezsauroidea,Alvarezsauroidea,Late_Campanian,Late_Campanian,,,,,,,25,,,,,14,,IGM 100/0977 (holotype; JNC),,0,0,"IGM, Institute of Geology, Ulaan Baatar, Mongolia",IGM 100/0977,,,,,,,,,,
577,Similicaudipteryx_yixianensis,Similicaudipteryx,Theropoda,Oviraptorosauria,Oviraptorosauria,121,119.4,216,,19.4,,240,,130,,,,,,183,IVPP V12556 (CS); He et al. 2008,,0,0,"IVPP, Institute of Vertebrate Paleontology and Paleoanthropology, Beijing, China",IVPP V 12556,,,65.69,0.0376,FC_for_bipedal_dinosaurs_using_FML_and_equation_.6.,,,,20.2423732,0.182937575
578,Sinocalliopteryx_gigas,not,Theropoda,basal_coelurosaur,basal_coelurosaur,Late_Barremian,Early_Aptian,250,,25.5,,280,,125,,,,,94,160,measured from figures in Ji et al. 2007,,0,0,"JMP, Jinzhou Museum of Paleontology, Jonzhou, China",JMP-V-05-8-01,,,85.16,0.0375,FC_for_bipedal_dinosaurs_using_FML_and_equation_.6.,,,,41.3244412,0.18288252
579,Sinornis_santensis,not,Theropoda,Avialae,Avialae,121,119.4,21,,1.7,,24.96,,24,,,,,22.2,14.6,O'Connor & Dyke 2010,,0,0,BPV (Beijing Natural History Museum),BPV 538a+b,,,6.51,0.0401,FC_for_bipedal_dinosaurs_using_FML_and_equation_.6.,,,,0.035171771,0.178617042
580,Sinornithoides_youngi,Sinornithoides,Theropoda,Troodontidae,Troodontidae,Valanginian,Albian,140,34.6,,11,191,,83,,,,,59.1,111,IVPP V9612 (CWS); Russell & Dong 1993; Currie & Dong 2001; both describing IVPP V9612,,0,0,"IVPP, Institute of Vertebrate Paleontology and Paleoanthropology, Beijing, China",IVPP V9612,,,34.6,0,measured,,,,3.47371433,0.135
581,Sinornithomimus_dongi,Sinornithomimus,Theropoda,Ornithomimosauria,Ornithomimosauria,Turonian,Turonian,323,,,,335,,212,,,,,145,213,Kobayashi & Lü 2003; holotype (IVPP-V11797-10),,0,0,"IVPP, Institute of Vertebrate Paleontology and Paleoanthropology, Beijing, China",IVPP-V11797-10,,,99.29,0.0581,FC_for_bipedal_dinosaurs_using_FL_and_equations_.9...11.,,,,63.02343599,0.230760474
